,Match ID,Venue,Innings,Bowling Side,Batting Side,Batter,Winner,Non Striker,Bowler,Ball,Batter Runs,Extra Runs,Run scored,Ball Rebowled,Extra Type,Method,Player Out,Current Score,Target Score,Required Runs,Balls Remaining,Wickets Left,RR,CR,Result
373066,1216416,Greater Noida Sports Complex Ground,2,Ireland,Afghanistan,Rahmanullah Gurbaz,Afghanistan,Hazratullah,Simi Singh,3,0,0,0,0,[],lbw,Rahmanullah Gurbaz,54,123,69.0,93,9,4.451612903225806,12.0,1
373069,1216416,Greater Noida Sports Complex Ground,2,Ireland,Afghanistan,Hazratullah,Afghanistan,Karim Janat,Simi Singh,6,0,0,0,0,[],bowled,Hazratullah,55,123,68.0,90,8,4.533333333333333,11.0,1
373072,1216416,Greater Noida Sports Complex Ground,2,Ireland,Afghanistan,Karim Janat,Afghanistan,Asghar Stanikzai,J Little,3,0,0,0,0,[],run out,Asghar Stanikzai,55,123,68.0,87,7,4.689655172413794,10.0,1
373086,1216416,Greater Noida Sports Complex Ground,2,Ireland,Afghanistan,Karim Janat,Afghanistan,Samiullah Shenwari,GH Dockrell,4,1,0,1,0,[],run out,Karim Janat,70,123,53.0,74,6,4.297297297297297,9.130434782608695,1
373131,1216416,Greater Noida Sports Complex Ground,2,Ireland,Afghanistan,Samiullah Shenwari,Afghanistan,Najibullah Zadran,WB Rankin,6,0,0,0,0,[],bowled,Samiullah Shenwari,133,123,-10.0,30,5,-2.0,8.866666666666667,1
373292,902651,Dubai International Cricket Stadium,2,England,Pakistan,Ahmed Shehzad,England,Rafatullah Mohmand,SD Parry,6,0,0,0,0,[],stumped,Ahmed Shehzad,51,173,122.0,90,9,8.133333333333333,10.2,0
373311,902651,Dubai International Cricket Stadium,2,England,Pakistan,Rafatullah Mohmand,England,Mohammad Hafeez,AU Rashid,1,0,0,0,0,[],stumped,Rafatullah Mohmand,60,173,113.0,71,8,9.549295774647888,7.346938775510204,0
373330,902651,Dubai International Cricket Stadium,2,England,Pakistan,Mohammad Hafeez,England,Shoaib Malik,LE Plunkett,2,0,0,0,0,[],caught,Mohammad Hafeez,90,173,83.0,52,7,9.576923076923077,7.9411764705882355,0
373337,902651,Dubai International Cricket Stadium,2,England,Pakistan,Sohaib Maqsood,England,Shoaib Malik,AU Rashid,3,0,0,0,0,[],bowled,Sohaib Maqsood,93,173,80.0,45,6,10.666666666666666,7.4399999999999995,0
373349,902651,Dubai International Cricket Stadium,2,England,Pakistan,Umar Akmal,England,Shoaib Malik,LE Plunkett,3,0,0,0,0,[],caught,Umar Akmal,107,173,66.0,33,5,12.0,7.379310344827585,0
373362,902651,Dubai International Cricket Stadium,2,England,Pakistan,Shoaib Malik,England,Sarfraz Ahmed,LE Plunkett,4,0,0,0,0,[],caught,Shoaib Malik,120,173,53.0,20,4,15.899999999999999,7.199999999999999,0
373373,902651,Dubai International Cricket Stadium,2,England,Pakistan,Shahid Afridi,England,Sarfraz Ahmed,CR Woakes,6,0,0,0,0,[],caught,Shahid Afridi,148,173,25.0,12,3,12.5,8.222222222222223,0
373380,902651,Dubai International Cricket Stadium,2,England,Pakistan,Sarfraz Ahmed,England,Anwar Ali,CR Woakes,1,0,0,0,0,[],bowled,Sarfraz Ahmed,162,173,11.0,5,2,13.200000000000001,8.45217391304348,0
373814,1383071,Grange Cricket Club Ground,2,Denmark,Ireland,A Balbirnie,Ireland,PR Stirling,JS Henriksen,4,0,0,0,0,[],bowled,A Balbirnie,90,123,33.0,56,9,3.5357142857142856,8.4375,1
373979,1216417,Greater Noida Sports Complex Ground,2,Afghanistan,Ireland,KJ O'Brien,Afghanistan,PR Stirling,Mujeeb Ur Rahman,6,0,0,0,0,[],caught,KJ O'Brien,29,185,156.0,102,9,9.176470588235293,9.666666666666668,0
373986,1216417,Greater Noida Sports Complex Ground,2,Afghanistan,Ireland,PR Stirling,Afghanistan,A Balbirnie,Mujeeb Ur Rahman,1,0,0,0,0,[],caught,PR Stirling,37,185,148.0,95,8,9.347368421052632,8.879999999999999,0
374002,1216417,Greater Noida Sports Complex Ground,2,Afghanistan,Ireland,GJ Delany,Afghanistan,A Balbirnie,Gulbadin Naib,4,0,0,0,0,[],caught,GJ Delany,55,185,130.0,80,7,9.75,8.25,0
374038,1216417,Greater Noida Sports Complex Ground,2,Afghanistan,Ireland,A Balbirnie,Afghanistan,HT Tector,Rashid Khan,4,0,0,0,0,[],caught,A Balbirnie,104,185,81.0,44,6,11.045454545454545,8.210526315789474,0
374063,1216417,Greater Noida Sports Complex Ground,2,Afghanistan,Ireland,HT Tector,Afghanistan,L Tucker,Mujeeb Ur Rahman,5,0,0,0,0,[],bowled,HT Tector,136,185,49.0,19,5,15.473684210526315,8.07920792079208,0
374070,1216417,Greater Noida Sports Complex Ground,2,Afghanistan,Ireland,L Tucker,Afghanistan,Simi Singh,Shapoor Zadran,6,0,0,0,0,[],caught,L Tucker,144,185,41.0,12,4,20.5,8.0,0
374476,895821,Sydney Cricket Ground,2,Australia,India,S Dhawan,India,RG Sharma,SR Watson,2,0,0,0,0,[],caught,S Dhawan,46,198,152.0,100,9,9.120000000000001,13.799999999999999,1
374533,895821,Sydney Cricket Ground,2,Australia,India,RG Sharma,India,V Kohli,CJ Boyce,3,0,0,0,0,[],caught,RG Sharma,124,198,74.0,45,8,9.866666666666667,9.92,1
374547,895821,Sydney Cricket Ground,2,Australia,India,V Kohli,India,SK Raina,CJ Boyce,5,0,0,0,0,[],bowled,V Kohli,147,198,51.0,31,7,9.870967741935484,9.910112359550562,1
374710,1072318,Melbourne Cricket Ground,2,England,Australia,DA Warner,Australia,DJM Short,DJ Willey,4,0,0,0,0,[],caught,DA Warner,2,138,136.0,116,9,7.034482758620689,3.0,1
374741,1072318,Melbourne Cricket Ground,2,England,Australia,CA Lynn,Australia,DJM Short,CJ Jordan,3,0,0,0,0,[],caught,CA Lynn,51,138,87.0,87,8,6.0,9.272727272727273,1
374789,1072318,Melbourne Cricket Ground,2,England,Australia,GJ Maxwell,Australia,DJM Short,CJ Jordan,1,0,0,0,0,[],caught,GJ Maxwell,116,138,22.0,41,7,3.2195121951219514,8.810126582278482,1
374930,356006,Lord's,2,India,West Indies,ADS Fletcher,West Indies,CH Gayle,IK Pathan,2,0,0,0,0,[],caught,ADS Fletcher,9,154,145.0,112,9,7.767857142857143,6.75,1
374968,356006,Lord's,2,India,West Indies,CH Gayle,West Indies,LMP Simmons,YK Pathan,4,0,0,0,0,[],caught,CH Gayle,42,154,112.0,74,8,9.08108108108108,5.478260869565217,1
375011,356006,Lord's,2,India,West Indies,LMP Simmons,West Indies,DJ Bravo,PP Ojha,3,0,0,0,0,[],caught,LMP Simmons,100,154,54.0,33,7,9.818181818181818,6.896551724137931,1
375172,1188623,Providence Stadium,2,West Indies,India,S Dhawan,India,KL Rahul,O Thomas,6,0,0,0,0,[],caught,S Dhawan,10,147,137.0,108,9,7.611111111111112,5.0,1
375189,1188623,Providence Stadium,2,West Indies,India,KL Rahul,India,V Kohli,FA Allen,4,0,0,0,0,[],caught,KL Rahul,27,147,120.0,92,8,7.826086956521739,5.785714285714286,1
375266,1188623,Providence Stadium,2,West Indies,India,V Kohli,India,RR Pant,O Thomas,3,0,0,0,0,[],caught,V Kohli,133,147,14.0,15,7,5.6,7.6,1
375917,1199527,Tolerance Oval,2,Hong Kong,Canada,RA Thomas,Hong Kong,NS Dhaliwal,Nasrulla Rana,5,0,0,0,0,[],caught,RA Thomas,14,151,137.0,103,9,7.980582524271846,4.9411764705882355,0
375927,1199527,Tolerance Oval,2,Hong Kong,Canada,NS Dhaliwal,Hong Kong,NR Kumar,Haroon Arshad,3,0,0,0,0,[],bowled,NS Dhaliwal,17,151,134.0,93,8,8.64516129032258,3.7777777777777777,0
375962,1199527,Tolerance Oval,2,Hong Kong,Canada,Ravinderpal Singh,Hong Kong,NR Kumar,Nasrulla Rana,2,0,0,0,0,[],bowled,Ravinderpal Singh,45,151,106.0,58,7,10.965517241379311,4.35483870967742,0
375976,1199527,Tolerance Oval,2,Hong Kong,Canada,NR Kumar,Hong Kong,Rizwan Cheema,Aizaz Khan,3,0,0,0,0,[],caught,NR Kumar,55,151,96.0,45,6,12.8,4.3999999999999995,0
376000,1199527,Tolerance Oval,2,Hong Kong,Canada,Hamza Tariq,Hong Kong,Rizwan Cheema,Nasrulla Rana,2,0,0,0,0,[],caught,Hamza Tariq,87,151,64.0,22,5,17.454545454545453,5.326530612244898,0
376001,1199527,Tolerance Oval,2,Hong Kong,Canada,Rizwan Cheema,Hong Kong,D Heyliger,Nasrulla Rana,3,1,0,1,0,[],run out,Rizwan Cheema,88,151,63.0,21,4,18.0,5.333333333333333,0
376009,1199527,Tolerance Oval,2,Hong Kong,Canada,D Heyliger,Hong Kong,N Dutta,K Christie,2,0,0,0,0,[],caught,D Heyliger,93,151,58.0,16,3,21.75,5.365384615384616,0
376021,1199527,Tolerance Oval,2,Hong Kong,Canada,Abraash Khan,Hong Kong,N Dutta,K Christie,2,0,0,0,0,[],lbw,Abraash Khan,115,151,36.0,4,2,54.0,5.948275862068966,0
376023,1199527,Tolerance Oval,2,Hong Kong,Canada,N Dutta,Hong Kong,Saad Bin Zafar,K Christie,4,1,0,1,0,[],run out,N Dutta,117,151,34.0,2,1,102.0,5.9491525423728815,0
376197,361660,Maple Leaf North-West Ground,2,Pakistan,Sri Lanka,ML Udawatte,Sri Lanka,ST Jayasuriya,Shahid Afridi,6,0,0,0,0,[],caught,ML Udawatte,66,133,67.0,78,9,5.153846153846153,9.428571428571429,1
376214,361660,Maple Leaf North-West Ground,2,Pakistan,Sri Lanka,ST Jayasuriya,Sri Lanka,DPMD Jayawardene,Shoaib Malik,4,0,0,0,0,[],bowled,ST Jayasuriya,74,133,59.0,62,8,5.709677419354839,7.655172413793104,1
376227,361660,Maple Leaf North-West Ground,2,Pakistan,Sri Lanka,DPMD Jayawardene,Sri Lanka,J Mubarak,Shoaib Malik,4,0,0,0,0,[],bowled,DPMD Jayawardene,82,133,51.0,50,7,6.12,7.0285714285714285,1
376242,361660,Maple Leaf North-West Ground,2,Pakistan,Sri Lanka,J Mubarak,Sri Lanka,CK Kapugedera,Fawad Alam,6,0,0,0,0,[],lbw,J Mubarak,94,133,39.0,36,6,6.5,6.714285714285714,1
376258,361660,Maple Leaf North-West Ground,2,Pakistan,Sri Lanka,K Weeraratne,Sri Lanka,CK Kapugedera,Umar Gul,2,0,0,0,0,[],bowled,K Weeraratne,115,133,18.0,22,5,4.909090909090909,7.040816326530613,1
376382,1142589,R.Premadasa Stadium,2,South Africa,Sri Lanka,MDKJ Perera,Sri Lanka,BKG Mendis,K Rabada,4,0,0,0,0,[],caught,MDKJ Perera,4,99,95.0,116,9,4.913793103448276,6.0,1
376385,1142589,R.Premadasa Stadium,2,South Africa,Sri Lanka,BKG Mendis,Sri Lanka,LD Chandimal,K Rabada,6,0,0,0,0,[],lbw,BKG Mendis,6,99,93.0,114,8,4.894736842105263,6.0,1
376427,1142589,R.Premadasa Stadium,2,South Africa,Sri Lanka,DM de Silva,Sri Lanka,LD Chandimal,CJ Dala,4,0,0,0,0,[],caught,DM de Silva,59,99,40.0,74,7,3.2432432432432434,7.695652173913043,1
376432,1142589,R.Premadasa Stadium,2,South Africa,Sri Lanka,AD Mathews,Sri Lanka,LD Chandimal,T Shamsi,3,0,0,0,0,[],caught,AD Mathews,63,99,36.0,69,6,3.1304347826086953,7.411764705882353,1
376452,1142589,R.Premadasa Stadium,2,South Africa,Sri Lanka,MD Shanaka,Sri Lanka,LD Chandimal,CJ Dala,5,0,0,0,0,[],caught,MD Shanaka,82,99,17.0,49,5,2.0816326530612246,6.929577464788732,1
376456,1142589,R.Premadasa Stadium,2,South Africa,Sri Lanka,NLTC Perera,Sri Lanka,LD Chandimal,T Shamsi,2,0,0,0,0,[],bowled,NLTC Perera,83,99,16.0,46,4,2.0869565217391304,6.72972972972973,1
376468,1142589,R.Premadasa Stadium,2,South Africa,Sri Lanka,A Dananjaya,Sri Lanka,LD Chandimal,JP Duminy,1,0,0,0,0,[],bowled,A Dananjaya,88,99,11.0,35,3,1.8857142857142857,6.211764705882354,1
376957,1381220,Central Broward Regional Park Stadium Turf Ground,2,West Indies,India,Shubman Gill,India,YBK Jaiswal,R Shepherd,3,0,0,0,0,[],caught,Shubman Gill,165,179,14.0,27,9,3.1111111111111107,10.64516129032258,1
377097,447539,Sir Vivian Richards Stadium,2,South Africa,West Indies,CH Gayle,South Africa,ADS Fletcher,DW Steyn,6,0,0,0,0,[],lbw,CH Gayle,4,121,117.0,114,9,6.157894736842106,4.0,0
377108,447539,Sir Vivian Richards Stadium,2,South Africa,West Indies,ADS Fletcher,South Africa,DJ Bravo,M Morkel,5,0,0,0,0,[],caught,ADS Fletcher,9,121,112.0,103,8,6.524271844660194,3.1764705882352944,0
377180,447539,Sir Vivian Richards Stadium,2,South Africa,West Indies,S Chanderpaul,South Africa,DJ Bravo,J Botha,4,0,0,0,0,[],caught,S Chanderpaul,77,121,44.0,32,7,8.25,5.25,0
377189,447539,Sir Vivian Richards Stadium,2,South Africa,West Indies,DJ Bravo,South Africa,KA Pollard,M Morkel,1,0,0,0,0,[],caught,DJ Bravo,87,121,34.0,23,6,8.869565217391305,5.381443298969073,0
377202,447539,Sir Vivian Richards Stadium,2,South Africa,West Indies,RR Sarwan,South Africa,KA Pollard,J Botha,1,0,0,0,0,[],caught,RR Sarwan,97,121,24.0,11,5,13.09090909090909,5.339449541284404,0
377204,447539,Sir Vivian Richards Stadium,2,South Africa,West Indies,KA Pollard,South Africa,DJG Sammy,J Botha,3,0,0,0,0,[],caught,KA Pollard,99,121,22.0,9,4,14.666666666666668,5.351351351351351,0
377212,447539,Sir Vivian Richards Stadium,2,South Africa,West Indies,N Deonarine,South Africa,DJG Sammy,R McLaren,5,1,0,1,0,[],run out,N Deonarine,118,121,3.0,1,3,18.0,5.949579831932773,0
377355,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,SR Watson,Sri Lanka,DA Warner,KMDN Kulasekara,2,0,0,0,0,[],bowled,SR Watson,18,199,181.0,106,9,10.245283018867925,7.714285714285715,0
377369,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,SE Marsh,Sri Lanka,DA Warner,MDK Perera,3,0,0,0,0,[],lbw,SE Marsh,39,199,160.0,93,8,10.32258064516129,8.666666666666666,0
377379,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,DJ Hussey,Sri Lanka,DA Warner,MDK Perera,1,0,0,0,0,[],bowled,DJ Hussey,49,199,150.0,83,7,10.843373493975903,7.945945945945946,0
377391,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,CL White,Sri Lanka,DA Warner,MDK Perera,1,0,0,0,0,[],bowled,CL White,63,199,136.0,71,6,11.492957746478872,7.714285714285715,0
377416,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,SPD Smith,Sri Lanka,DA Warner,HMRKB Herath,2,0,0,0,0,[],stumped,SPD Smith,89,199,110.0,46,5,14.347826086956522,7.216216216216216,0
377429,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,DA Warner,Sri Lanka,BJ Haddin,HMRKB Herath,3,1,0,1,0,[],run out,BJ Haddin,103,199,96.0,33,4,17.454545454545453,7.103448275862069,0
377435,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,DA Warner,Sri Lanka,MG Johnson,KMDN Kulasekara,1,0,0,0,0,[],caught,DA Warner,105,199,94.0,29,3,19.448275862068964,6.9230769230769225,0
377457,516204,Pallekele International Cricket Stadium,2,Sri Lanka,Australia,SNJ O'Keefe,Sri Lanka,MG Johnson,RAS Lakmal,5,0,0,0,0,[],bowled,SNJ O'Keefe,144,199,55.0,7,2,47.14285714285714,7.646017699115044,0
377611,1322338,Hagley Oval,2,New Zealand,Bangladesh,Nazmul Hossain Shanto,New Zealand,Liton Das,AF Milne,3,0,0,0,0,[],bowled,Nazmul Hossain Shanto,24,209,185.0,99,9,11.212121212121213,6.857142857142857,0
377623,1322338,Hagley Oval,2,New Zealand,Bangladesh,Liton Das,New Zealand,Soumya Sarkar,MG Bracewell,3,0,0,0,0,[],caught,Liton Das,47,209,162.0,87,8,11.172413793103448,8.545454545454547,0
377650,1322338,Hagley Oval,2,New Zealand,Bangladesh,Soumya Sarkar,New Zealand,Shakib Al Hasan,AF Milne,6,0,0,0,0,[],caught,Soumya Sarkar,90,209,119.0,60,7,11.9,9.0,0
377658,1322338,Hagley Oval,2,New Zealand,Bangladesh,Afif Hossain,New Zealand,Shakib Al Hasan,MG Bracewell,2,0,0,0,0,[],bowled,Afif Hossain,98,209,111.0,52,6,12.807692307692307,8.647058823529411,0
377677,1322338,Hagley Oval,2,New Zealand,Bangladesh,Nurul Hasan,New Zealand,Shakib Al Hasan,AF Milne,2,0,0,0,0,[],caught,Nurul Hasan,120,209,89.0,34,5,15.705882352941178,8.372093023255815,0
377687,1322338,Hagley Oval,2,New Zealand,Bangladesh,Yasir Ali Chowdhury,New Zealand,Shakib Al Hasan,TG Southee,6,0,0,0,0,[],caught,Yasir Ali Chowdhury,135,209,74.0,24,4,18.5,8.4375,0
377701,1322338,Hagley Oval,2,New Zealand,Bangladesh,Shakib Al Hasan,New Zealand,Mosaddek Hossain,TG Southee,2,0,0,0,0,[],caught,Shakib Al Hasan,153,209,56.0,10,3,33.599999999999994,8.345454545454546,0
378523,1298158,Perth Stadium,2,Zimbabwe,Pakistan,Babar Azam,Zimbabwe,Mohammad Rizwan,B Evans,3,0,0,0,0,[],caught,Babar Azam,13,131,118.0,99,9,7.1515151515151505,3.7142857142857144,0
378530,1298158,Perth Stadium,2,Zimbabwe,Pakistan,Mohammad Rizwan,Zimbabwe,Shan Masood,B Muzarabani,4,0,0,0,0,[],bowled,Mohammad Rizwan,23,131,108.0,92,8,7.043478260869566,4.928571428571429,0
378548,1298158,Perth Stadium,2,Zimbabwe,Pakistan,Iftikhar Ahmed,Zimbabwe,Shan Masood,LM Jongwe,4,0,0,0,0,[],caught,Iftikhar Ahmed,36,131,95.0,74,7,7.702702702702703,4.695652173913044,0
378586,1298158,Perth Stadium,2,Zimbabwe,Pakistan,Shadab Khan,Zimbabwe,Shan Masood,Sikandar Raza,4,0,0,0,0,[],caught,Shadab Khan,88,131,43.0,38,6,6.789473684210526,6.439024390243903,0
378587,1298158,Perth Stadium,2,Zimbabwe,Pakistan,Haider Ali,Zimbabwe,Shan Masood,Sikandar Raza,5,0,0,0,0,[],lbw,Haider Ali,88,131,43.0,37,5,6.972972972972972,6.361445783132531,0
378596,1298158,Perth Stadium,2,Zimbabwe,Pakistan,Shan Masood,Zimbabwe,Mohammad Nawaz,Sikandar Raza,2,0,1,1,1,['wides'],stumped,Shan Masood,94,131,37.0,29,4,7.655172413793104,6.197802197802199,0
378625,1298158,Perth Stadium,2,Zimbabwe,Pakistan,Mohammad Nawaz,Zimbabwe,Mohammad Wasim,B Evans,5,0,0,0,0,[],caught,Mohammad Nawaz,128,131,3.0,1,3,18.0,6.453781512605042,0
379029,1233974,Westpac Stadium,2,Australia,New Zealand,MJ Guptill,Australia,TL Seifert,AC Agar,2,0,0,0,0,[],caught,MJ Guptill,21,157,136.0,94,9,8.680851063829788,4.846153846153847,0
379050,1233974,Westpac Stadium,2,Australia,New Zealand,TL Seifert,Australia,KS Williamson,KW Richardson,5,0,0,0,0,[],bowled,TL Seifert,34,157,123.0,73,8,10.10958904109589,4.340425531914894,0
379055,1233974,Westpac Stadium,2,Australia,New Zealand,KS Williamson,Australia,DP Conway,GJ Maxwell,4,0,0,0,0,[],caught,KS Williamson,36,157,121.0,68,7,10.676470588235293,4.153846153846153,0
379063,1233974,Westpac Stadium,2,Australia,New Zealand,GD Phillips,Australia,DP Conway,A Zampa,6,0,0,0,0,[],run out,GD Phillips,41,157,116.0,60,6,11.6,4.1,0
379073,1233974,Westpac Stadium,2,Australia,New Zealand,JDS Neesham,Australia,DP Conway,A Zampa,3,0,0,0,0,[],caught,JDS Neesham,48,157,109.0,51,5,12.823529411764707,4.173913043478261,0
379082,1233974,Westpac Stadium,2,Australia,New Zealand,MJ Santner,Australia,DP Conway,GJ Maxwell,6,0,0,0,0,[],bowled,MJ Santner,57,157,100.0,42,4,14.285714285714285,4.384615384615384,0
379087,1233974,Westpac Stadium,2,Australia,New Zealand,TG Southee,Australia,DP Conway,KW Richardson,5,0,0,0,0,[],caught,TG Southee,64,157,93.0,37,3,15.08108108108108,4.626506024096386,0
379098,1233974,Westpac Stadium,2,Australia,New Zealand,DP Conway,Australia,KA Jamieson,AC Agar,4,0,0,0,0,[],caught,DP Conway,80,157,77.0,26,2,17.76923076923077,5.1063829787234045,0
379102,1233974,Westpac Stadium,2,Australia,New Zealand,IS Sodhi,Australia,KA Jamieson,A Zampa,2,0,0,0,0,[],caught,IS Sodhi,82,157,75.0,22,1,20.454545454545453,5.020408163265307,0
379119,1233974,Westpac Stadium,2,Australia,New Zealand,KA Jamieson,Australia,TA Boult,KW Richardson,5,0,0,0,0,[],caught,KA Jamieson,106,157,51.0,7,0,43.714285714285715,5.628318584070796,0
379700,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Liton Das,New Zealand,Mohammad Naim,AY Patel,2,0,0,0,0,[],caught,Liton Das,26,162,136.0,94,9,8.680851063829788,6.0,0
379714,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Soumya Sarkar,New Zealand,Mohammad Naim,CE McConchie,4,0,0,0,0,[],caught,Soumya Sarkar,38,162,124.0,80,8,9.3,5.699999999999999,0
379719,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Mohammad Naim,New Zealand,Mushfiqur Rahim,BV Sears,2,0,0,0,0,[],caught,Mohammad Naim,39,162,123.0,76,7,9.710526315789474,5.318181818181818,0
379729,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Mushfiqur Rahim,New Zealand,Afif Hossain,R Ravindra,5,0,0,0,0,[],caught,Mushfiqur Rahim,46,162,116.0,67,6,10.388059701492537,5.2075471698113205,0
379773,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Mahmudullah,New Zealand,Afif Hossain,SC Kuggeleijn,6,0,0,0,0,[],caught,Mahmudullah,109,162,53.0,24,5,13.25,6.8125,0
379777,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Nurul Hasan,New Zealand,Afif Hossain,AY Patel,4,0,0,0,0,[],lbw,Nurul Hasan,113,162,49.0,20,4,14.700000000000001,6.779999999999999,0
379785,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Shamim Hossain,New Zealand,Afif Hossain,JA Duffy,6,0,0,0,0,[],bowled,Shamim Hossain,116,162,46.0,12,3,23.0,6.444444444444445,0
379791,1272097,Shere Bangla National Stadium,2,New Zealand,Bangladesh,Taskin Ahmed,New Zealand,Afif Hossain,SC Kuggeleijn,6,0,0,0,0,[],bowled,Taskin Ahmed,127,162,35.0,6,2,35.0,6.684210526315789,0
380831,635659,Mahinda Rajapaksa International Cricket Stadium,2,South Africa,Sri Lanka,DPMD Jayawardene,South Africa,MDKJ Perera,LL Tsotsobe,6,0,0,0,0,[],caught,DPMD Jayawardene,8,146,138.0,114,9,7.2631578947368425,8.0,0
380852,635659,Mahinda Rajapaksa International Cricket Stadium,2,South Africa,Sri Lanka,LD Chandimal,South Africa,MDKJ Perera,LL Tsotsobe,2,0,0,0,0,[],caught,LD Chandimal,27,146,119.0,94,8,7.595744680851064,6.230769230769232,0
380876,635659,Mahinda Rajapaksa International Cricket Stadium,2,South Africa,Sri Lanka,MDKJ Perera,South Africa,KC Sangakkara,Imran Tahir,2,0,0,0,0,[],lbw,MDKJ Perera,48,146,98.0,70,7,8.399999999999999,5.76,0
380909,635659,Mahinda Rajapaksa International Cricket Stadium,2,South Africa,Sri Lanka,HDRL Thirimanne,South Africa,KC Sangakkara,WD Parnell,5,0,0,0,0,[],bowled,HDRL Thirimanne,85,146,61.0,37,6,9.891891891891891,6.144578313253012,0
380914,635659,Mahinda Rajapaksa International Cricket Stadium,2,South Africa,Sri Lanka,AD Mathews,South Africa,KC Sangakkara,D Wiese,4,0,0,0,0,[],caught,AD Mathews,88,146,58.0,32,5,10.875,6.0,0
380917,635659,Mahinda Rajapaksa International Cricket Stadium,2,South Africa,Sri Lanka,KC Sangakkara,South Africa,NLTC Perera,M Morkel,1,0,0,0,0,[],caught,KC Sangakkara,90,146,56.0,29,4,11.586206896551724,5.934065934065934,0
380936,635659,Mahinda Rajapaksa International Cricket Stadium,2,South Africa,Sri Lanka,KMDN Kulasekara,South Africa,NLTC Perera,M Morkel,2,0,0,0,0,[],caught,KMDN Kulasekara,112,146,34.0,10,3,20.4,6.1090909090909085,0
381079,1200428,The Village,2,Netherlands,Scotland,KJ Coetzer,Scotland,HG Munsey,PA van Meekeren,1,0,0,0,0,[],caught,KJ Coetzer,6,124,118.0,113,9,6.265486725663717,5.142857142857142,1
381115,1200428,The Village,2,Netherlands,Scotland,CS MacLeod,Scotland,HG Munsey,C Floyd,4,0,0,0,0,[],caught,CS MacLeod,48,124,76.0,80,8,5.699999999999999,7.199999999999999,1
381132,1200428,The Village,2,Netherlands,Scotland,HG Munsey,Scotland,RD Berrington,PM Seelaar,5,0,0,0,0,[],bowled,HG Munsey,67,124,57.0,67,7,5.104477611940299,7.584905660377358,1
381160,1200428,The Village,2,Netherlands,Scotland,OJ Hairs,Scotland,RD Berrington,PA van Meekeren,6,0,0,0,0,[],caught,OJ Hairs,120,124,4.0,42,6,0.5714285714285714,9.230769230769232,1
381704,287856,Newlands,2,Australia,Zimbabwe,V Sibanda,Zimbabwe,BRM Taylor,NW Bracken,5,0,0,0,0,[],caught,V Sibanda,31,139,108.0,97,9,6.680412371134021,8.08695652173913,1
381723,287856,Newlands,2,Australia,Zimbabwe,CJ Chibhabha,Zimbabwe,BRM Taylor,SR Clark,6,0,0,0,0,[],caught,CJ Chibhabha,54,139,85.0,78,8,6.538461538461538,7.714285714285715,1
381730,287856,Newlands,2,Australia,Zimbabwe,T Taibu,Zimbabwe,BRM Taylor,MG Johnson,6,0,0,0,0,[],caught,T Taibu,55,139,84.0,72,7,7.0,6.875,1
381747,287856,Newlands,2,Australia,Zimbabwe,S Matsikenyeri,Zimbabwe,BRM Taylor,SR Clark,5,0,0,0,0,[],caught,S Matsikenyeri,70,139,69.0,55,6,7.527272727272727,6.461538461538462,1
381793,287856,Newlands,2,Australia,Zimbabwe,H Masakadza,Zimbabwe,BRM Taylor,B Lee,3,0,0,0,0,[],lbw,H Masakadza,123,139,16.0,9,5,10.666666666666666,6.648648648648649,1
381944,306989,Gymkhana Club Ground,2,Pakistan,Bangladesh,Tamim Iqbal,Pakistan,Nazimuddin,Shoaib Akhtar,5,0,0,0,0,[],caught,Tamim Iqbal,21,192,171.0,103,9,9.96116504854369,7.411764705882353,0
381965,306989,Gymkhana Club Ground,2,Pakistan,Bangladesh,Aftab Ahmed,Pakistan,Nazimuddin,Shahid Afridi,2,0,0,0,0,[],lbw,Aftab Ahmed,69,192,123.0,82,8,9.0,10.894736842105264,0
381973,306989,Gymkhana Club Ground,2,Pakistan,Bangladesh,Nazimuddin,Pakistan,Mohammad Ashraful,Yasir Arafat,4,0,0,0,0,[],run out,Mohammad Ashraful,77,192,115.0,74,7,9.324324324324323,10.043478260869566,0
381994,306989,Gymkhana Club Ground,2,Pakistan,Bangladesh,Alok Kapali,Pakistan,Nazimuddin,Shahid Afridi,6,0,0,0,0,[],bowled,Alok Kapali,106,192,86.0,54,6,9.555555555555555,9.636363636363637,0
